human,machine
sunday march 11 1979,1979-03-11
november 1 2008,2008-11-01
13 01 87,1987-01-13
22 december 2010,2010-12-22
friday march 20 2015,2015-03-20
24 nov 1982,1982-11-24
tuesday august 24 1999,1999-08-24
sunday august 15 1971,1971-08-15
december 27 1985,1985-12-27
saturday may 5 1984,1984-05-05
monday october 22 1990,1990-10-22
thursday november 15 1979,1979-11-15
monday march 18 1991,1991-03-18
22 oct 1988,1988-10-22
april 12 1973,1973-04-12
30.05.17,2017-05-30
tuesday august 23 1994,1994-08-23
tuesday january 29 2013,2013-01-29
13 nov 2002,2002-11-13
saturday may 3 1980,1980-05-03
tuesday september 7 1993,1993-09-07
15 may 1978,1978-05-15
thursday may 7 2015,2015-05-07
wednesday november 26 1980,1980-11-26
wednesday january 23 2008,2008-01-23
thursday july 2 2015,2015-07-02
monday december 13 1976,1976-12-13
18 february 1998,1998-02-18
24 09 95,1995-09-24
monday october 23 1995,1995-10-23
19 jan 1981,1981-01-19
friday november 29 1974,1974-11-29
monday december 29 2014,2014-12-29
tuesday june 5 1990,1990-06-05
3 feb 2013,2013-02-03
august 6 2015,2015-08-06
21 sep 1997,1997-09-21
october 20 2018,2018-10-20
thursday november 16 1972,1972-11-16
may 30 2004,2004-05-30
17 march 1985,1985-03-17
july 1 2003,2003-07-01
saturday may 29 1976,1976-05-29
08 may 2003,2003-05-08
6 december 2008,2008-12-06
monday june 22 1981,1981-06-22
august 6 2005,2005-08-06
19 01 14,2014-01-19
friday may 9 1975,1975-05-09
september 10 2016,2016-09-10
1 february 2012,2012-02-01
thursday june 4 1998,1998-06-04
tuesday may 15 2018,2018-05-15
22 september 2017,2017-09-22
1 october 1975,1975-10-01
5 feb 1987,1987-02-05
16 may 1972,1972-05-16
wednesday june 25 2014,2014-06-25
jul 5 2001,2001-07-05
sunday february 27 2011,2011-02-27
friday october 19 2018,2018-10-19
saturday march 10 2018,2018-03-10
april 19 1980,1980-04-19
31 october 1983,1983-10-31
sunday june 13 1999,1999-06-13
10.08.92,1992-08-10
sunday march 27 2005,2005-03-27
27.05.03,2003-05-27
saturday june 6 2015,2015-06-06
30 sep 2002,2002-09-30
monday august 21 2006,2006-08-21
friday october 15 1976,1976-10-15
sunday february 13 2005,2005-02-13
6 march 1994,1994-03-06
9 07 08,2008-07-09
saturday april 25 1992,1992-04-25
sunday june 24 1973,1973-06-24
2 03 78,1978-03-02
27 apr 2016,2016-04-27
15 oct 2016,2016-10-15
11 jun 1979,1979-06-11
saturday march 30 1985,1985-03-30
tuesday july 12 2011,2011-07-12
sunday june 4 1995,1995-06-04
sunday may 15 1977,1977-05-15
sunday july 29 2001,2001-07-29
21 12 78,1978-12-21
3/23/71,1971-03-23
monday october 22 1990,1990-10-22
december 31 2014,2014-12-31
sunday november 7 1999,1999-11-07
tuesday january 15 2013,2013-01-15
17 november 1975,1975-11-17
thursday october 7 2004,2004-10-07
october 22 1985,1985-10-22
wednesday september 18 1991,1991-09-18
may 15 1977,1977-05-15
wednesday february 3 1988,1988-02-03
sunday march 3 1974,1974-03-03
friday september 4 1970,1970-09-04
09 jul 2016,2016-07-09
6 september 2015,2015-09-06
thursday august 25 2016,2016-08-25
5 april 1993,1993-04-05
10 january 1972,1972-01-10
saturday july 20 1991,1991-07-20
november 13 1991,1991-11-13
3 nov 1980,1980-11-03
21 nov 1974,1974-11-21
25 september 1998,1998-09-25
thursday april 5 1984,1984-04-05
friday august 9 1974,1974-08-09
21 aug 1981,1981-08-21
monday september 24 1973,1973-09-24
monday march 3 1975,1975-03-03
01 oct 1998,1998-10-01
27 10 77,1977-10-27
wednesday september 23 1987,1987-09-23
29.07.92,1992-07-29
december 24 2008,2008-12-24
thursday july 14 1994,1994-07-14
thursday october 8 1970,1970-10-08
20 nov 1988,1988-11-20
15 march 2010,2010-03-15
23.11.09,2009-11-23
13.01.06,2006-01-13
16 nov 2004,2004-11-16
3 july 2011,2011-07-03
22 aug 2003,2003-08-22
20 august 1993,1993-08-20
monday february 4 1980,1980-02-04
22 jan 1987,1987-01-22
monday march 14 2011,2011-03-14
10 feb 1973,1973-02-10
1/22/07,2007-01-22
13 nov 1983,1983-11-13
sunday february 18 2001,2001-02-18
friday august 2 1991,1991-08-02
tuesday march 15 2016,2016-03-15
oct 26 1982,1982-10-26
july 27 1994,1994-07-27
wednesday november 3 2004,2004-11-03
monday april 2 2007,2007-04-02
14 august 1986,1986-08-14
april 2 2014,2014-04-02
tuesday june 28 2016,2016-06-28
january 11 1989,1989-01-11
19 october 1994,1994-10-19
friday may 23 1975,1975-05-23
11/10/16,2016-11-10
10/7/09,2009-10-07
friday october 3 1975,1975-10-03
21 september 2016,2016-09-21
7 jun 1990,1990-06-07
friday june 24 1977,1977-06-24
may 17 1976,1976-05-17
june 25 2006,2006-06-25
september 27 1995,1995-09-27
12 01 98,1998-01-12
thursday march 19 1992,1992-03-19
april 12 2017,2017-04-12
tuesday october 17 1995,1995-10-17
5/31/99,1999-05-31
10 02 94,1994-02-10
13 04 97,1997-04-13
8 04 80,1980-04-08
18 07 78,1978-07-18
15.08.74,1974-08-15
2 jun 1982,1982-06-02
19 02 98,1998-02-19
3 jun 1990,1990-06-03
monday december 8 2008,2008-12-08
friday may 24 1996,1996-05-24
nov 22 2015,2015-11-22
3/10/90,1990-03-10
11 november 2007,2007-11-11
sunday may 12 1996,1996-05-12
19 dec 1973,1973-12-19
22 november 2004,2004-11-22
9/27/10,2010-09-27
14 june 1985,1985-06-14
monday june 27 1977,1977-06-27
thursday december 5 1991,1991-12-05
friday february 27 1998,1998-02-27
12.11.86,1986-11-12
16 nov 1980,1980-11-16
february 17 2011,2011-02-17
21 07 89,1989-07-21
6/23/88,1988-06-23
november 10 1992,1992-11-10
friday june 11 1993,1993-06-11
tuesday october 6 2009,2009-10-06
8 apr 1980,1980-04-08
feb 15 1985,1985-02-15
thursday february 14 1985,1985-02-14
05 jan 1980,1980-01-05
wednesday november 30 1994,1994-11-30
15 may 2013,2013-05-15
sunday november 6 2011,2011-11-06
4 march 1973,1973-03-04
friday june 12 1970,1970-06-12
21 february 1988,1988-02-21
15 november 1989,1989-11-15
29 april 2010,2010-04-29
thursday september 27 2001,2001-09-27
thursday january 31 2002,2002-01-31
sunday november 5 1972,1972-11-05
20 august 1988,1988-08-20
february 13 2012,2012-02-13
sunday october 10 1976,1976-10-10
sunday november 13 2005,2005-11-13
6 december 1993,1993-12-06
28 11 99,1999-11-28
4 september 1992,1992-09-04
5 04 87,1987-04-05
10 mar 2018,2018-03-10
saturday april 2 2016,2016-04-02
3 december 1975,1975-12-03
thursday november 21 2013,2013-11-21
12 12 82,1982-12-12
sunday july 1 2012,2012-07-01
5 03 01,2001-03-05
february 3 1998,1998-02-03
sunday july 17 1977,1977-07-17
4 04 81,1981-04-04
5 oct 1987,1987-10-05
27 aug 2001,2001-08-27
12 november 2005,2005-11-12
monday august 31 1998,1998-08-31
17 09 88,1988-09-17
wednesday december 28 1988,1988-12-28
22 october 2002,2002-10-22
tuesday november 1 2011,2011-11-01
30 01 81,1981-01-30
28 07 71,1971-07-28
27 december 2008,2008-12-27
october 1 1998,1998-10-01
16 mar 1980,1980-03-16
september 10 1981,1981-09-10
tuesday october 29 1974,1974-10-29
30 june 1979,1979-06-30
sunday october 16 2016,2016-10-16
3 jan 1995,1995-01-03
september 19 2011,2011-09-19
december 25 2001,2001-12-25
8 april 1999,1999-04-08
wednesday august 12 1998,1998-08-12
13 aug 1971,1971-08-13
wednesday june 21 2006,2006-06-21
15 september 2012,2012-09-15
thursday november 16 1995,1995-11-16
18 jun 2008,2008-06-18
tuesday april 21 1992,1992-04-21
friday november 18 2005,2005-11-18
09 apr 1981,1981-04-09
15 oct 1972,1972-10-15
18 mar 2013,2013-03-18
march 13 1999,1999-03-13
thursday december 12 1974,1974-12-12
monday october 12 2015,2015-10-12
5/14/75,1975-05-14
5 jul 2011,2011-07-05
sunday september 12 2010,2010-09-12
thursday december 19 1991,1991-12-19
1 06 10,2010-06-01
20 dec 1985,1985-12-20
april 12 1976,1976-04-12
march 24 2001,2001-03-24
february 28 2002,2002-02-28
16 apr 1999,1999-04-16
friday april 12 1974,1974-04-12
monday october 12 1970,1970-10-12
april 30 1994,1994-04-30
august 23 2013,2013-08-23
thursday april 9 1981,1981-04-09
saturday august 6 1994,1994-08-06
29 oct 1971,1971-10-29
7 06 70,1970-06-07
thursday october 19 1995,1995-10-19
august 7 2007,2007-08-07
25 jun 1986,1986-06-25
11 09 97,1997-09-11
june 11 1993,1993-06-11
28 jul 2015,2015-07-28
january 28 1973,1973-01-28
19 oct 2002,2002-10-19
wednesday july 1 1998,1998-07-01
thursday november 15 1990,1990-11-15
monday august 2 1999,1999-08-02
wednesday april 25 1990,1990-04-25
1 january 1972,1972-01-01
7 january 2010,2010-01-07
saturday october 20 1984,1984-10-20
11/10/01,2001-11-10
4 apr 1981,1981-04-04
monday january 24 1977,1977-01-24
24 august 1979,1979-08-24
25 december 1977,1977-12-25
17 sep 1988,1988-09-17
monday march 23 1992,1992-03-23
friday august 17 2001,2001-08-17
01 mar 2006,2006-03-01
october 23 2002,2002-10-23
13 january 1970,1970-01-13
26 12 95,1995-12-26
22 sep 1996,1996-09-22
monday may 4 2009,2009-05-04
26 aug 1986,1986-08-26
monday february 25 1980,1980-02-25
saturday january 15 2011,2011-01-15
aug 26 2018,2018-08-26
oct 20 2016,2016-10-20
17 dec 1981,1981-12-17
3/20/01,2001-03-20
23 sep 2003,2003-09-23
28 feb 1973,1973-02-28
9/20/01,2001-09-20
24.09.15,2015-09-24
monday october 8 1973,1973-10-08
28 jun 2006,2006-06-28
6 07 06,2006-07-06
sunday july 7 1996,1996-07-07
9/11/75,1975-09-11
21 apr 1975,1975-04-21
saturday february 19 2005,2005-02-19
tuesday august 18 1981,1981-08-18
3 june 2016,2016-06-03
7 jan 2011,2011-01-07
tuesday november 13 1979,1979-11-13
sunday may 21 1995,1995-05-21
sunday october 21 2007,2007-10-21
20 11 01,2001-11-20
24 07 83,1983-07-24
sunday september 21 1986,1986-09-21
october 3 2010,2010-10-03
11 february 1987,1987-02-11
saturday february 5 2011,2011-02-05
8/30/79,1979-08-30
may 6 1973,1973-05-06
november 21 1972,1972-11-21
monday january 13 1992,1992-01-13
30.09.96,1996-09-30
friday january 14 2005,2005-01-14
29 jun 1990,1990-06-29
16 sep 1999,1999-09-16
20 may 2018,2018-05-20
wednesday december 23 1992,1992-12-23
tuesday february 13 1990,1990-02-13
1 oct 1990,1990-10-01
sunday april 20 1997,1997-04-20
sunday march 25 1984,1984-03-25
saturday april 23 1977,1977-04-23
friday january 2 2015,2015-01-02
06 sep 2010,2010-09-06
25 11 79,1979-11-25
june 13 1974,1974-06-13
thursday october 6 2005,2005-10-06
5 oct 2006,2006-10-05
tuesday february 1 2000,2000-02-01
2 october 2004,2004-10-02
december 25 1985,1985-12-25
thursday january 29 1987,1987-01-29
friday november 9 1990,1990-11-09
september 27 1998,1998-09-27
2/14/11,2011-02-14
wednesday march 24 2004,2004-03-24
thursday august 17 1989,1989-08-17
30 august 1976,1976-08-30
tuesday april 28 1998,1998-04-28
november 23 1993,1993-11-23
11 march 1982,1982-03-11
wednesday july 16 1975,1975-07-16
sunday november 12 2017,2017-11-12
saturday june 22 1974,1974-06-22
26 february 1995,1995-02-26
31 may 2012,2012-05-31
monday july 6 1998,1998-07-06
tuesday may 31 1988,1988-05-31
11 jun 1989,1989-06-11
friday august 26 1994,1994-08-26
thursday august 5 1971,1971-08-05
saturday september 18 1993,1993-09-18
may 29 1990,1990-05-29
saturday march 21 1998,1998-03-21
12/8/87,1987-12-08
20 mar 1987,1987-03-20
10/21/00,2000-10-21
11 08 92,1992-08-11
june 10 1995,1995-06-10
monday january 28 1985,1985-01-28
16.03.99,1999-03-16
9 march 1973,1973-03-09
01 mar 1982,1982-03-01
april 12 1993,1993-04-12
november 12 1986,1986-11-12
monday july 13 1981,1981-07-13
monday july 3 1995,1995-07-03
24.09.05,2005-09-24
13 september 2012,2012-09-13
2 feb 1996,1996-02-02
25 oct 1982,1982-10-25
thursday january 2 1975,1975-01-02
19 aug 2006,2006-08-19
august 14 1994,1994-08-14
9 october 1970,1970-10-09
tuesday april 20 2010,2010-04-20
wednesday december 15 1993,1993-12-15
tuesday february 10 2009,2009-02-10
saturday may 26 1979,1979-05-26
14.07.92,1992-07-14
9 08 15,2015-08-09
june 10 1999,1999-06-10
friday july 4 2003,2003-07-04
monday june 21 1976,1976-06-21
thursday july 20 2000,2000-07-20
oct 31 1976,1976-10-31
thursday april 6 2000,2000-04-06
11 jan 2002,2002-01-11
monday january 12 1981,1981-01-12
27 january 1985,1985-01-27
5/15/01,2001-05-15
15 august 1995,1995-08-15
saturday february 22 1997,1997-02-22
09 sep 1988,1988-09-09
27 nov 1975,1975-11-27
10 apr 1973,1973-04-10
wednesday november 20 1985,1985-11-20
wednesday june 28 2000,2000-06-28
december 5 2012,2012-12-05
friday november 7 1986,1986-11-07
monday march 22 2010,2010-03-22
march 23 2017,2017-03-23
saturday august 28 1993,1993-08-28
3 january 1993,1993-01-03
9/6/00,2000-09-06
sunday december 12 1971,1971-12-12
03 jan 1999,1999-01-03
30 may 1995,1995-05-30
19 jul 2003,2003-07-19
may 20 1980,1980-05-20
oct 19 1987,1987-10-19
sunday april 4 1976,1976-04-04
friday june 29 1979,1979-06-29
1 may 1990,1990-05-01
tuesday april 30 1991,1991-04-30
16 jan 1979,1979-01-16
28 06 73,1973-06-28
wednesday december 6 1978,1978-12-06
friday april 26 2013,2013-04-26
monday january 1 1996,1996-01-01
saturday may 25 1974,1974-05-25
26 mar 1975,1975-03-26
02.02.89,1989-02-02
30 mar 1995,1995-03-30
saturday january 13 1973,1973-01-13
saturday april 11 2009,2009-04-11
july 13 1978,1978-07-13
15.03.84,1984-03-15
april 9 1978,1978-04-09
30 december 1993,1993-12-30
7 march 1978,1978-03-07
21 jun 1991,1991-06-21
october 9 2001,2001-10-09
saturday june 16 2012,2012-06-16
wednesday august 13 1980,1980-08-13
thursday february 7 2013,2013-02-07
wednesday september 24 1980,1980-09-24
monday june 30 2008,2008-06-30
3/6/01,2001-03-06
12.02.92,1992-02-12
wednesday october 6 2004,2004-10-06
wednesday august 24 1983,1983-08-24
july 9 1970,1970-07-09
friday july 21 2017,2017-07-21
february 22 1973,1973-02-22
16 nov 1973,1973-11-16
6 03 97,1997-03-06
16.06.88,1988-06-16
saturday october 3 1981,1981-10-03
mar 26 1973,1973-03-26
28.08.10,2010-08-28
apr 25 1985,1985-04-25
march 9 2004,2004-03-09
16 november 1970,1970-11-16
18 january 1978,1978-01-18
wednesday march 22 1995,1995-03-22
25 jan 2014,2014-01-25
31 10 77,1977-10-31
tuesday april 24 2001,2001-04-24
17 september 1977,1977-09-17
monday october 23 1972,1972-10-23
feb 13 1974,1974-02-13
thursday april 14 1994,1994-04-14
01.05.11,2011-05-01
sunday october 3 2010,2010-10-03
28 dec 1972,1972-12-28
29.03.14,2014-03-29
thursday july 7 1983,1983-07-07
tuesday march 31 2015,2015-03-31
3 september 1973,1973-09-03
february 1 1973,1973-02-01
sunday july 11 2004,2004-07-11
sunday may 20 1973,1973-05-20
wednesday july 4 2001,2001-07-04
13.04.92,1992-04-13
friday december 1 2017,2017-12-01
thursday august 27 1992,1992-08-27
6 sep 1991,1991-09-06
thursday april 6 2017,2017-04-06
21 october 2006,2006-10-21
12 jan 2000,2000-01-12
monday august 4 1975,1975-08-04
saturday august 3 1985,1985-08-03
tuesday may 25 1982,1982-05-25
september 12 1973,1973-09-12
monday august 23 1976,1976-08-23
29 jun 2003,2003-06-29
10 12 09,2009-12-10
july 6 1983,1983-07-06
7 jan 1976,1976-01-07
monday january 22 2001,2001-01-22
friday march 25 2011,2011-03-25
08 feb 1972,1972-02-08
dec 24 2000,2000-12-24
27 aug 2010,2010-08-27
27 dec 1984,1984-12-27
monday april 3 2017,2017-04-03
sunday may 8 1988,1988-05-08
october 28 1987,1987-10-28
thursday october 23 2003,2003-10-23
aug 3 2011,2011-08-03
saturday july 21 2001,2001-07-21
7 october 2013,2013-10-07
9 mar 1985,1985-03-09
3/27/79,1979-03-27
sunday october 1 1995,1995-10-01
10/4/86,1986-10-04
tuesday march 31 1998,1998-03-31
22 oct 1979,1979-10-22
11.09.97,1997-09-11
27 november 1978,1978-11-27
02 jun 1972,1972-06-02
apr 11 1997,1997-04-11
wednesday november 8 1972,1972-11-08
sunday december 4 1977,1977-12-04
26 aug 1979,1979-08-26
friday november 13 1992,1992-11-13
sunday april 29 1984,1984-04-29
wednesday september 13 2000,2000-09-13
13 sep 1972,1972-09-13
monday january 6 2003,2003-01-06
saturday july 7 2001,2001-07-07
sunday june 1 2008,2008-06-01
sunday february 7 1999,1999-02-07
11 september 2014,2014-09-11
thursday february 2 2017,2017-02-02
25.10.12,2012-10-25
26.06.99,1999-06-26
05 jul 2015,2015-07-05
december 16 1978,1978-12-16
8 january 2000,2000-01-08
friday july 7 2000,2000-07-07
aug 26 2009,2009-08-26
june 14 1997,1997-06-14
april 6 1989,1989-04-06
thursday january 27 2000,2000-01-27
friday september 30 1994,1994-09-30
05.10.77,1977-10-05
thursday june 11 2009,2009-06-11
june 9 2011,2011-06-09
friday january 20 1995,1995-01-20
16 08 95,1995-08-16
wednesday august 20 1980,1980-08-20
june 25 1975,1975-06-25
november 8 1979,1979-11-08
tuesday january 24 1995,1995-01-24
monday september 20 1976,1976-09-20
09 dec 2018,2018-12-09
sunday january 8 1995,1995-01-08
june 21 1994,1994-06-21
28 july 1995,1995-07-28
wednesday october 25 1989,1989-10-25
6/23/93,1993-06-23
february 7 2001,2001-02-07
2 april 1980,1980-04-02
19 feb 1986,1986-02-19
18 mar 2008,2008-03-18
friday january 17 2014,2014-01-17
5 may 1982,1982-05-05
19.06.00,2000-06-19
saturday july 5 1980,1980-07-05
friday october 30 1992,1992-10-30
7 sep 1975,1975-09-07
10 feb 1985,1985-02-10
wednesday july 13 1988,1988-07-13
friday march 3 2017,2017-03-03
26 may 1971,1971-05-26
saturday january 8 2000,2000-01-08
13 february 1975,1975-02-13
november 21 1972,1972-11-21
2 may 1989,1989-05-02
2/13/13,2013-02-13
22.07.95,1995-07-22
20 10 18,2018-10-20
17 oct 2004,2004-10-17
saturday june 23 1990,1990-06-23
2 july 1994,1994-07-02
tuesday january 2 1996,1996-01-02
6/15/09,2009-06-15
19 october 2015,2015-10-19
4 august 1972,1972-08-04
saturday january 10 1998,1998-01-10
sunday october 19 2014,2014-10-19
saturday december 1 2001,2001-12-01
tuesday november 12 1996,1996-11-12
22.11.86,1986-11-22
may 17 1990,1990-05-17
august 28 1977,1977-08-28
10 apr 2005,2005-04-10
sunday october 15 2000,2000-10-15
30 06 77,1977-06-30
saturday march 4 2006,2006-03-04
16 dec 1979,1979-12-16
monday may 1 1972,1972-05-01
17 jul 1990,1990-07-17
january 15 2009,2009-01-15
tuesday july 24 2001,2001-07-24
thursday april 17 2008,2008-04-17
june 10 2007,2007-06-10
november 1 1976,1976-11-01
tuesday november 16 1971,1971-11-16
august 22 2006,2006-08-22
02 may 1991,1991-05-02
26 aug 1997,1997-08-26
apr 4 2005,2005-04-04
feb 22 2009,2009-02-22
may 28 2012,2012-05-28
18 nov 2004,2004-11-18
friday may 1 2009,2009-05-01
tuesday february 3 1998,1998-02-03
26 may 1986,1986-05-26
saturday may 12 1979,1979-05-12
wednesday january 15 1992,1992-01-15
15 09 14,2014-09-15
monday april 9 1984,1984-04-09
sunday february 5 2012,2012-02-05
4 may 2014,2014-05-04
10 apr 2016,2016-04-10
march 16 1987,1987-03-16
mar 12 1992,1992-03-12
wednesday september 17 1980,1980-09-17
25 june 2015,2015-06-25
thursday august 28 2014,2014-08-28
october 3 2009,2009-10-03
